Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,Traffic_Level,Distance_km,TARGET
31.0,4.5,18.636215,73.751081,18.676215,73.791081,Buffet ,motorcycle ,18.99,65.0,0.0,few clouds,Moderate,9.33,27.11666667
35.0,4.8,22.577821,88.400581,22.687821,88.510581,Buffet ,electric_scooter ,27.99,65.0,0.0,haze,Very High,22.67,50.98333333
20.0,5.0,25.459775,81.834841,25.509775,81.884841,Meal ,scooter ,22.3,54.0,0.0,clear sky,High,13.97,31.71666667
23.0,4.7,12.935662,77.61413,13.005662,77.68413,Drinks ,motorcycle ,22.86,73.0,0.0,haze,High,19.29,43.65
33.0,4.7,23.354422,85.3329,23.464422,85.4429,Meal ,scooter ,17.88,67.0,0.0,clear sky,High,17.44,32.91666667
31.0,4.7,18.927584,72.832585,19.017584,72.922585,Snack ,electric_scooter ,27.84,57.0,0.0,smoke,High,22.59,54.65
28.0,4.0,22.311358,73.164798,22.421358,73.274798,Snack ,motorcycle ,23.93,64.0,0.0,haze,High,19.95,42.91666667
35.0,4.9,17.451976,78.385883,17.461976,78.395883,Buffet ,scooter ,22.81,60.0,0.0,haze,Low,3.86,15.0
24.0,4.6,23.374989,85.335486,23.434989,85.395486,Buffet ,motorcycle ,16.23,94.0,0.0,mist,Moderate,17.83,34.15
22.0,4.6,21.149834,72.778666,21.199834,72.828666,Drinks ,scooter ,23.23,43.0,0.0,clear sky,Moderate,9.44,32.38333333
31.0,4.1,22.553227,88.353273,22.623227,88.423273,Meal ,motorcycle ,28.0,65.0,0.0,haze,High,23.22,39.96666667
27.0,4.0,26.902328,75.794257,26.992328,75.884257,Buffet ,scooter ,19.96,46.0,0.0,clear sky,High,17.04,37.63333333
27.0,4.9,23.351058,85.325731,23.401058,85.375731,Meal ,scooter ,17.41,69.0,0.0,clear sky,Moderate,9.57,30.35
34.0,4.9,0.0,0.0,0.03,0.03,Meal ,scooter ,26.27,82.0,0.43,light rain,High,13.4,35.98333333
32.0,4.9,17.433809,78.386744,17.523809,78.476744,Buffet ,scooter ,21.23,66.0,0.0,broken clouds,Very High,21.83,55.93333333
34.0,4.1,23.264015,77.408236,23.314015,77.458236,Meal ,motorcycle ,18.38,57.0,0.0,clear sky,Moderate,8.22,21.91666667
33.0,4.5,12.297954,76.665169,12.337954,76.705169,Meal ,motorcycle ,18.17,81.0,0.0,broken clouds,Low,9.91,20.25
27.0,4.9,17.429585,78.392621,17.479585,78.442621,Buffet ,scooter ,21.32,66.0,0.0,broken clouds,High,13.04,34.98333333
25.0,4.8,0.0,0.0,0.04,0.04,Drinks ,scooter ,26.29,82.0,0.4,light rain,High,13.4,35.98333333
23.0,4.6,10.027364,76.308258,10.087364,76.368258,Snack ,motorcycle ,24.59,88.0,0.0,few clouds,Moderate,13.34,31.85
26.0,4.7,13.027018,80.254791,13.097018,80.324791,Snack ,motorcycle ,28.39,82.0,0.0,overcast clouds,Very High,18.65,61.96666667
36.0,4.6,26.911927,75.797282,26.951927,75.837282,Drinks ,scooter ,19.77,68.0,0.0,haze,Moderate,8.78,33.26666667
20.0,4.9,13.027018,80.254791,13.037018,80.264791,Buffet ,motorcycle ,28.41,81.0,0.0,mist,Low,4.16,18.05
29.0,4.9,22.311603,73.165012,22.351603,73.205012,Drinks ,motorcycle ,24.0,64.0,0.0,haze,Low,8.42,26.13333333
24.0,4.9,19.003517,72.82765,19.093517,72.91765,Buffet ,scooter ,27.01,44.0,0.0,smoke,High,16.88,47.5
28.0,3.2,10.027364,76.308258,10.157364,76.438258,Meal ,motorcycle ,26.99,89.0,0.0,mist,Very High,28.81,50.75
35.0,5.0,11.02091,76.940432,11.06091,76.980432,Drinks ,motorcycle ,25.81,73.0,0.0,haze,Moderate,8.79,35.28333333
35.0,4.8,11.001852,76.976268,11.061852,77.036268,Snack ,motorcycle ,24.96,73.0,0.0,mist,Moderate,11.53,30.91666667
22.0,4.8,18.51421,73.838429,18.55421,73.878429,Buffet ,electric_scooter ,23.1,49.0,0.0,clear sky,Moderate,8.57,25.06666667
30.0,4.9,26.911927,75.797282,26.981927,75.867282,Snack ,scooter ,23.83,46.0,0.0,haze,High,13.96,43.08333333
30.0,4.8,12.299524,76.64262,12.319524,76.66262,Buffet ,scooter ,20.38,67.0,0.0,clear sky,Low,4.9,18.28333333
30.0,4.8,15.303897,73.914336,15.413897,74.024336,Buffet ,scooter ,24.72,62.0,0.0,scattered clouds,High,27.0,47.7
24.0,3.2,11.003681,76.975525,11.113681,77.085525,Drinks ,scooter ,26.12,73.0,0.0,haze,Very High,20.63,56.8
34.0,4.8,0.0,0.0,0.01,0.01,Snack ,scooter ,26.22,83.0,0.48,light rain,High,13.4,35.98333333
24.0,4.9,13.054347,80.257221,13.144347,80.347221,Drinks ,motorcycle ,28.36,82.0,0.13,light rain,Very High,18.01,35.98333333
24.0,4.4,0.0,0.0,0.03,0.03,Meal ,motorcycle ,26.28,85.0,0.1,light rain,High,13.4,35.98333333
23.0,4.8,21.157735,72.768778,21.187735,72.798778,Buffet ,electric_scooter ,24.97,73.0,0.0,mist,Low,6.65,21.06666667
27.0,4.6,18.56245,73.916619,18.61245,73.966619,Drinks ,electric_scooter ,18.93,65.0,0.0,clear sky,High,12.48,42.66666667
35.0,4.6,27.160934,78.044095,27.220934,78.104095,Buffet ,motorcycle ,25.84,37.0,0.0,clear sky,High,20.32,35.08333333
21.0,4.7,17.450851,78.379347,17.490851,78.419347,Meal ,motorcycle ,23.88,57.0,0.0,haze,Moderate,9.34,24.45
36.0,4.0,23.39925,85.390464,23.45925,85.450464,Buffet ,scooter ,20.34,63.0,0.0,scattered clouds,Low,10.7,19.86666667
29.0,4.6,23.354422,85.3329,23.404422,85.3829,Meal ,electric_scooter ,16.14,94.0,0.0,mist,Low,8.3,23.86666667
29.0,4.6,26.913483,75.803139,26.983483,75.873139,Drinks ,motorcycle ,19.83,68.0,0.0,haze,High,12.55,42.81666667
31.0,4.9,15.585658,73.743606,15.625658,73.783606,Snack ,motorcycle ,24.77,57.0,0.0,broken clouds,Low,7.86,24.03333333
36.0,4.8,12.98041,77.640489,13.02041,77.680489,Drinks ,electric_scooter ,22.65,73.0,0.0,haze,Moderate,9.91,33.95
24.0,4.2,18.55144,73.804855,18.64144,73.894855,Meal ,scooter ,22.89,48.0,0.0,clear sky,Very High,21.17,48.45
24.0,4.6,18.593481,73.785901,18.723481,73.915901,Meal ,motorcycle ,18.78,65.0,0.0,clear sky,Very High,29.35,60.4
28.0,4.6,23.351058,85.325731,23.391058,85.365731,Buffet ,scooter ,20.03,83.0,0.0,mist,Moderate,7.15,26.85
21.0,4.8,13.026279,80.174568,13.046279,80.194568,Snack ,scooter ,26.42,88.0,0.0,mist,Low,5.08,25.26666667
27.0,4.9,0.0,0.0,0.11,0.11,Drinks ,scooter ,26.27,84.0,0.0,overcast clouds,High,13.4,35.98333333
33.0,4.8,26.892312,75.806896,27.002312,75.916896,Buffet ,motorcycle ,23.95,28.0,0.0,clear sky,High,20.18,46.43333333
30.0,4.6,22.753659,75.903365,22.833659,75.983365,Snack ,motorcycle ,22.25,44.0,0.0,clear sky,Moderate,16.63,34.56666667
29.0,5.0,23.233219,77.433571,23.363219,77.563571,Snack ,motorcycle ,21.39,45.0,0.0,clear sky,Very High,30.86,64.05
37.0,4.9,0.0,0.0,0.11,0.11,Meal ,scooter ,26.44,81.0,0.25,light rain,High,13.4,35.98333333
24.0,4.8,19.254567,72.848923,19.264567,72.858923,Meal ,motorcycle ,28.03,57.0,0.0,smoke,Low,3.23,17.25
32.0,4.6,22.514119,88.362504,22.574119,88.422504,Snack ,motorcycle ,28.0,65.0,0.0,haze,Moderate,12.65,31.81666667
32.0,4.8,23.369746,85.33982,23.439746,85.40982,Meal ,motorcycle ,17.75,68.0,0.0,clear sky,Moderate,13.04,22.56666667
32.0,5.0,23.359194,85.325447,23.489194,85.455447,Snack ,scooter ,16.22,67.0,0.0,clear sky,Very High,26.1,52.56666667
34.0,4.6,12.334022,76.618203,12.354022,76.638203,Drinks ,motorcycle ,18.04,81.0,0.0,scattered clouds,Low,4.49,23.83333333
20.0,4.8,30.902872,75.826808,30.952872,75.876808,Snack ,scooter ,23.76,39.0,0.0,clear sky,Moderate,11.59,33.98333333
34.0,4.7,19.254567,72.848923,19.304567,72.898923,Buffet ,motorcycle ,27.05,48.0,0.0,clear sky,High,15.94,47.0
37.0,4.8,23.371292,85.327872,23.451292,85.407872,Drinks ,motorcycle ,16.14,94.0,0.0,mist,Moderate,15.88,38.23333333
25.0,4.8,18.546258,73.904337,18.656258,74.014337,Snack ,motorcycle ,23.58,47.0,0.0,clear sky,High,22.85,42.65
27.0,5.0,22.308096,73.167753,22.358096,73.217753,Meal ,scooter ,22.78,43.0,0.0,clear sky,Moderate,12.86,23.55
26.0,4.8,17.451976,78.385883,17.541976,78.475883,Snack ,motorcycle ,23.77,57.0,0.0,haze,Very High,22.45,52.76666667
22.0,4.7,11.003008,76.97544,11.033008,77.00544,Buffet ,scooter ,25.86,65.0,0.0,haze,Low,6.39,19.93333333
31.0,4.3,22.310526,73.170937,22.420526,73.280937,Meal ,motorcycle ,22.47,44.0,0.0,clear sky,High,21.29,40.58333333
34.0,4.7,22.31279,73.170283,22.39279,73.250283,Buffet ,electric_scooter ,23.99,64.0,0.0,haze,High,15.47,35.26666667
37.0,4.5,17.433809,78.386744,17.463809,78.416744,Drinks ,motorcycle ,22.91,60.0,0.0,haze,Moderate,8.92,35.6
38.0,4.7,9.991703,76.293136,10.051703,76.353136,Buffet ,motorcycle ,23.92,88.0,0.0,mist,Moderate,12.64,30.43333333
20.0,4.6,22.761593,75.886362,22.821593,75.946362,Drinks ,motorcycle ,17.14,72.0,0.0,haze,Moderate,11.75,36.61666667
23.0,4.6,26.911378,75.789034,27.041378,75.919034,Meal ,scooter ,19.81,47.0,0.0,clear sky,High,24.58,45.73333333
29.0,4.6,10.96185,76.971082,11.02185,77.031082,Snack ,motorcycle ,25.99,65.0,0.0,haze,High,14.95,42.53333333
20.0,3.6,12.311072,76.654878,12.321072,76.664878,Meal ,motorcycle ,18.15,81.0,0.0,broken clouds,Very Low,3.15,10.98333333
29.0,4.9,11.026117,76.944652,11.046117,76.964652,Buffet ,motorcycle ,24.8,73.0,0.0,mist,Low,4.62,19.4
29.0,4.8,11.016298,76.972076,11.056298,77.012076,Meal ,scooter ,25.88,73.0,0.0,haze,Moderate,9.45,27.1
23.0,5.0,25.459775,81.834841,25.539775,81.914841,Buffet ,motorcycle ,22.0,55.0,0.0,clear sky,Moderate,14.5,31.93333333
31.0,4.5,0.0,0.0,0.02,0.02,Meal ,motorcycle ,26.25,83.0,0.45,light rain,High,13.4,35.98333333
36.0,3.6,12.972532,77.608179,13.102532,77.738179,Buffet ,motorcycle ,22.03,73.0,0.0,haze,Very High,30.52,55.06666667
29.0,4.6,21.17106,72.789292,21.23106,72.849292,Drinks ,scooter ,25.01,73.0,0.0,mist,Moderate,11.64,39.91666667
30.0,4.7,22.761593,75.886362,22.771593,75.896362,Snack ,motorcycle ,17.16,72.0,0.0,haze,Very Low,2.16,13.3
23.0,4.6,0.0,0.0,0.03,0.03,Buffet ,scooter ,26.27,82.0,0.43,light rain,High,13.4,35.98333333
25.0,4.6,18.51421,73.838429,18.55421,73.878429,Meal ,scooter ,19.3,65.0,0.0,clear sky,Moderate,8.57,24.15
25.0,4.8,26.913987,75.752891,26.993987,75.832891,Drinks ,scooter ,18.74,64.0,0.0,haze,Very High,21.14,65.18333333
27.0,4.6,18.53408,73.89852,18.66408,74.02852,Drinks ,scooter ,19.53,65.0,0.0,clear sky,Very High,30.42,64.51666667
29.0,4.6,30.914057,75.83982,31.054057,75.97982,Meal ,motorcycle ,23.37,39.0,0.0,clear sky,High,37.04,45.51666667
23.0,4.8,12.979096,77.640625,12.999096,77.660625,Drinks ,motorcycle ,19.61,92.0,0.0,mist,Low,8.66,29.1
27.0,4.7,0.0,0.0,0.13,0.13,Buffet ,motorcycle ,26.48,81.0,0.21,light rain,High,13.4,35.98333333
50.0,6.0,-26.910262,-75.783013,27.020262,75.893013,Drinks ,scooter ,23.9,28.0,0.0,clear sky,High,13.4,35.98333333
21.0,4.3,26.463504,80.372929,26.503504,80.412929,Meal ,motorcycle ,21.87,54.0,0.0,clear sky,Moderate,10.42,25.23333333
31.0,4.1,21.186608,72.794136,21.206608,72.814136,Snack ,scooter ,25.01,73.0,0.0,mist,Very Low,3.42,15.8
24.0,4.7,11.003681,76.975525,11.043681,77.015525,Buffet ,motorcycle ,25.84,73.0,0.0,haze,Moderate,8.14,25.8
37.0,5.0,0.0,0.0,0.05,0.05,Drinks ,scooter ,26.26,85.0,0.0,overcast clouds,High,13.4,35.98333333
31.0,4.9,22.74806,75.8934,22.82806,75.9734,Buffet ,motorcycle ,22.23,44.0,0.0,clear sky,Moderate,16.68,31.11666667
39.0,4.1,11.000762,76.981876,11.040762,77.021876,Buffet ,motorcycle ,25.89,73.0,0.0,haze,Moderate,9.36,26.43333333
33.0,4.9,23.357804,85.325146,23.467804,85.435146,Buffet ,scooter ,17.88,67.0,0.0,clear sky,High,19.56,46.76666667
39.0,4.7,19.055831,72.833984,19.095831,72.873984,Drinks ,motorcycle ,27.98,57.0,0.0,smoke,Moderate,11.75,42.85
35.0,4.3,11.026117,76.944652,11.056117,76.974652,Buffet ,motorcycle ,25.82,73.0,0.0,haze,Moderate,6.76,25.51666667
24.0,4.8,12.323994,76.626167,12.343994,76.646167,Snack ,scooter ,20.55,67.0,0.0,clear sky,Low,4.76,17.18333333
27.0,4.8,12.98041,77.640489,13.11041,77.770489,Buffet ,scooter ,19.04,93.0,0.0,fog,High,29.61,46.85
21.0,4.9,18.533811,73.899315,18.553811,73.919315,Meal ,electric_scooter ,23.02,48.0,0.0,clear sky,Low,7.86,18.33333333
29.0,4.8,18.536562,73.896485,18.546562,73.906485,Buffet ,motorcycle ,23.1,49.0,0.0,clear sky,Very Low,2.41,11.56666667
29.0,4.5,22.751857,75.866699,22.881857,75.996699,Drinks ,motorcycle ,17.3,53.0,0.0,clear sky,Very High,26.88,59.56666667
23.0,4.7,18.53408,73.89852,18.57408,73.93852,Buffet ,motorcycle ,22.96,48.0,0.0,clear sky,High,8.28,33.48333333
25.0,4.9,22.695207,75.866059,22.745207,75.916059,Meal ,scooter ,17.05,72.0,0.0,haze,High,11.57,34.2
29.0,4.6,17.431668,78.408321,17.521668,78.498321,Snack ,motorcycle ,21.12,64.0,0.0,overcast clouds,Very High,21.45,53.08333333
32.0,4.8,0.0,0.0,0.04,0.04,Meal ,motorcycle ,26.28,85.0,0.0,broken clouds,High,13.4,35.98333333
39.0,4.4,22.744648,75.894377,22.824648,75.974377,Snack ,motorcycle ,17.23,53.0,0.0,clear sky,Moderate,17.48,33.9
33.0,4.8,17.455894,78.375467,17.505894,78.425467,Snack ,motorcycle ,21.2,65.0,0.0,broken clouds,Moderate,11.6,33.46666667
33.0,5.0,21.175975,72.795503,21.185975,72.805503,Snack ,scooter ,23.61,44.0,0.0,clear sky,Very Low,1.82,9.85
27.0,4.0,12.323994,76.626167,12.383994,76.686167,Buffet ,motorcycle ,20.81,67.0,0.0,clear sky,High,15.21,33.71666667
21.0,4.7,17.428294,78.404423,17.558294,78.534423,Meal ,scooter ,21.05,65.0,0.0,broken clouds,Very High,32.22,53.48333333
30.0,4.6,23.351058,85.325731,23.361058,85.335731,Drinks ,electric_scooter ,17.72,68.0,0.0,clear sky,Very Low,2.72,18.18333333
30.0,4.6,22.308096,73.167753,22.338096,73.197753,Buffet ,motorcycle ,24.0,64.0,0.0,haze,Low,7.37,17.7
31.0,4.8,22.533662,88.366217,22.603662,88.436217,Drinks ,motorcycle ,23.02,83.0,0.0,haze,High,16.57,50.7
21.0,4.6,17.41233,78.449654,17.43233,78.469654,Drinks ,motorcycle ,24.16,57.0,0.0,haze,Moderate,8.2,31.76666667
29.0,4.6,19.055831,72.833984,19.135831,72.913984,Drinks ,motorcycle ,27.66,57.0,0.0,smoke,High,21.38,58.06666667
28.0,4.7,18.994237,72.825553,19.004237,72.835553,Meal ,motorcycle ,26.99,44.0,0.0,smoke,Low,3.81,18.71666667
38.0,4.8,22.761226,75.887522,22.791226,75.917522,Buffet ,motorcycle ,17.16,72.0,0.0,haze,Low,7.01,23.76666667
29.0,4.8,23.333017,85.3172,23.443017,85.4272,Snack ,motorcycle ,20.19,83.0,0.0,mist,High,17.99,40.23333333
30.0,4.4,27.160934,78.044095,27.240934,78.124095,Meal ,scooter ,21.59,52.0,0.0,clear sky,Moderate,20.61,30.35
37.0,4.5,18.539299,73.897902,18.559299,73.917902,Meal ,scooter ,23.02,48.0,0.0,clear sky,Low,7.32,16.43333333
38.0,5.0,13.081878,80.248519,13.141878,80.308519,Drinks ,scooter ,28.49,82.0,0.0,overcast clouds,High,12.17,43.35
21.0,4.6,21.160437,72.774209,21.170437,72.784209,Buffet ,scooter ,23.91,44.0,0.0,clear sky,Very Low,4.05,12.86666667
35.0,4.1,19.876219,75.346017,19.896219,75.366017,Meal ,motorcycle ,17.81,82.0,0.0,mist,Low,6.22,20.48333333
27.0,5.0,25.450377,81.834236,25.510377,81.894236,Buffet ,motorcycle ,25.48,43.0,0.0,clear sky,High,16.51,38.5
34.0,4.8,22.310526,73.170937,22.320526,73.180937,Meal ,motorcycle ,24.0,64.0,0.0,haze,Very Low,2.39,9.5
32.0,4.8,22.753659,75.903365,22.773659,75.923365,Meal ,scooter ,17.12,72.0,0.0,haze,Low,4.63,13.03333333
32.0,4.6,25.449659,81.839744,25.509659,81.899744,Meal ,motorcycle ,25.48,43.0,0.0,clear sky,High,16.35,36.76666667
29.0,4.7,17.451976,78.385883,17.461976,78.395883,Snack ,motorcycle ,21.32,65.0,0.0,broken clouds,Very Low,3.86,15.05
24.0,4.7,21.149569,72.772697,21.209569,72.832697,Snack ,scooter ,23.22,43.0,0.0,clear sky,Moderate,12.53,27.63333333
20.0,5.0,0.0,0.0,0.09,0.09,Snack ,electric_scooter ,26.27,84.0,0.0,broken clouds,High,13.4,35.98333333
26.0,4.6,15.51315,73.78346,15.52315,73.79346,Buffet ,scooter ,28.76,74.0,0.0,mist,Low,4.57,18.46666667
22.0,4.9,15.498603,73.826911,15.508603,73.836911,Meal ,scooter ,24.75,88.0,0.0,mist,Low,4.96,15.6
21.0,4.9,30.88722,75.804893,30.99722,75.914893,Buffet ,motorcycle ,23.67,39.0,0.0,clear sky,Very High,24.23,53.11666667
29.0,4.6,13.044694,80.26147,13.054694,80.27147,Meal ,motorcycle ,28.46,81.0,0.0,mist,Very Low,2.29,13.38333333
38.0,4.7,11.003669,76.976494,11.053669,77.026494,Buffet ,motorcycle ,23.86,78.0,0.0,mist,Moderate,10.05,35.18333333
31.0,4.9,30.893244,75.821817,30.983244,75.911817,Snack ,motorcycle ,18.72,58.0,0.0,clear sky,High,19.61,40.11666667
36.0,4.7,19.207222,72.972281,19.337222,73.102281,Drinks ,motorcycle ,27.94,55.0,0.0,clear sky,High,24.73,52.2
23.0,4.9,18.546258,73.904337,18.576258,73.934337,Snack ,motorcycle ,19.2,65.0,0.0,clear sky,Low,6.27,22.98333333
39.0,4.7,0.0,0.0,0.04,0.04,Buffet ,motorcycle ,26.29,82.0,0.4,light rain,High,13.4,35.98333333
21.0,4.9,0.0,0.0,0.11,0.11,Snack ,electric_scooter ,26.41,82.0,0.25,light rain,High,13.4,35.98333333
30.0,4.6,22.753659,75.903365,22.773659,75.923365,Snack ,electric_scooter ,17.12,72.0,0.0,haze,Low,4.63,17.0
35.0,4.5,19.121999,72.908493,19.211999,72.998493,Buffet ,motorcycle ,28.05,57.0,0.0,smoke,High,18.91,43.21666667
20.0,4.8,26.910262,75.783013,26.930262,75.803013,Drinks ,motorcycle ,23.57,46.0,0.0,haze,Low,4.38,23.43333333
36.0,4.7,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,26.4,81.0,0.29,light rain,High,13.4,35.98333333
26.0,4.8,22.651847,75.881991,22.731847,75.961991,Drinks ,scooter ,22.1,60.0,0.0,haze,Moderate,17.5,38.16666667
30.0,4.2,26.88842,75.800689,26.99842,75.910689,Meal ,motorcycle ,19.95,46.0,0.0,clear sky,High,20.53,41.91666667
24.0,4.5,26.905287,75.794592,26.955287,75.844592,Drinks ,scooter ,23.81,46.0,0.0,haze,Moderate,10.64,37.75
37.0,4.7,10.96185,76.971082,10.99185,77.001082,Snack ,motorcycle ,25.02,73.0,0.0,mist,Moderate,8.27,28.76666667
36.0,5.0,12.284747,76.625861,12.364747,76.705861,Snack ,motorcycle ,18.3,81.0,0.0,broken clouds,High,18.17,50.53333333
24.0,4.8,11.000762,76.981876,11.090762,77.071876,Drinks ,motorcycle ,25.0,73.0,0.0,mist,High,18.48,47.2
31.0,4.3,18.530963,73.828972,18.600963,73.898972,Snack ,scooter ,22.45,50.0,0.0,clear sky,High,14.0,37.98333333
31.0,4.6,0.0,0.0,0.13,0.13,Buffet ,scooter ,26.48,81.0,0.21,light rain,High,13.4,35.98333333
25.0,4.7,26.849596,75.800512,26.859596,75.810512,Drinks ,motorcycle ,19.8,68.0,0.0,haze,Very Low,2.43,15.93333333
24.0,4.5,11.016298,76.972076,11.096298,77.052076,Snack ,scooter ,26.0,73.0,0.0,haze,High,16.98,43.81666667
34.0,4.1,23.39925,85.390464,23.48925,85.480464,Drinks ,electric_scooter ,20.22,63.0,0.0,scattered clouds,Low,14.22,30.71666667
20.0,4.9,23.371292,85.327872,23.411292,85.367872,Buffet ,motorcycle ,20.11,83.0,0.0,mist,Moderate,7.62,26.55
23.0,4.7,26.90519,75.810753,26.94519,75.850753,Drinks ,motorcycle ,23.74,46.0,0.0,haze,Moderate,7.7,36.55
20.0,4.6,30.361281,78.068022,30.391281,78.098022,Snack ,motorcycle ,16.05,79.0,0.0,clear sky,Low,5.07,16.2
24.0,4.8,12.933284,77.615428,12.983284,77.665428,Buffet ,scooter ,23.26,73.0,0.0,haze,High,13.11,38.78333333
35.0,4.7,12.337978,76.616792,12.347978,76.626792,Buffet ,scooter ,20.54,67.0,0.0,clear sky,Very Low,2.83,10.56666667
27.0,4.1,0.0,0.0,0.11,0.11,Meal ,scooter ,26.27,84.0,0.0,overcast clouds,High,13.4,35.98333333
20.0,4.4,30.893384,75.821202,30.903384,75.831202,Drinks ,motorcycle ,19.01,57.0,0.0,clear sky,Very Low,2.41,17.88333333
37.0,4.8,26.921411,75.793604,27.011411,75.883604,Buffet ,motorcycle ,23.9,28.0,0.0,clear sky,High,18.19,45.35
35.0,4.9,12.304569,76.643622,12.354569,76.693622,Buffet ,motorcycle ,20.61,67.0,0.0,clear sky,High,12.81,37.26666667
23.0,3.5,11.001753,76.986241,11.011753,76.996241,Meal ,motorcycle ,25.97,73.0,0.0,haze,Very Low,2.76,11.16666667
15.0,1.0,12.970324,77.645748,13.080324,77.755748,Buffet ,motorcycle ,22.33,73.0,0.0,haze,High,20.46,47.01666667
26.0,4.9,23.357804,85.325146,23.417804,85.385146,Buffet ,motorcycle ,20.17,83.0,0.0,mist,High,12.12,37.98333333
29.0,4.8,22.74806,75.8934,22.77806,75.9234,Meal ,motorcycle ,22.12,60.0,0.0,haze,Low,6.42,20.86666667
38.0,4.7,0.0,0.0,0.04,0.04,Snack ,motorcycle ,26.29,82.0,0.4,light rain,High,13.4,35.98333333
26.0,4.9,18.569156,73.774723,18.609156,73.814723,Snack ,motorcycle ,19.25,65.0,0.0,clear sky,High,12.37,36.43333333
34.0,5.0,18.546258,73.904337,18.626258,73.984337,Snack ,motorcycle ,19.37,65.0,0.0,clear sky,High,17.23,45.81666667
50.0,6.0,12.933298,77.614293,13.003298,77.684293,Drinks ,scooter ,22.89,73.0,0.0,haze,High,14.22,46.86666667
21.0,4.7,0.0,0.0,0.09,0.09,Drinks ,scooter ,26.27,84.0,0.0,broken clouds,High,13.4,35.98333333
31.0,4.8,12.975996,80.221898,12.995996,80.241898,Buffet ,electric_scooter ,28.51,81.0,0.0,mist,Low,4.09,18.86666667
39.0,4.8,12.284747,76.625861,12.354747,76.695861,Buffet ,scooter ,20.61,67.0,0.0,clear sky,High,16.64,42.55
23.0,4.4,0.0,0.0,0.02,0.02,Drinks ,motorcycle ,26.25,83.0,0.45,light rain,High,13.4,35.98333333
20.0,4.6,12.3085,76.665808,12.3885,76.745808,Meal ,scooter ,20.56,68.0,0.0,clear sky,Very High,19.25,55.68333333
29.0,4.9,11.006686,76.951736,11.026686,76.971736,Snack ,scooter ,24.87,73.0,0.0,mist,Low,4.64,25.03333333
20.0,4.8,26.913987,75.752891,26.953987,75.792891,Snack ,motorcycle ,23.56,46.0,0.0,haze,Moderate,10.21,28.36666667
24.0,4.9,12.979096,77.640625,13.029096,77.690625,Buffet ,scooter ,22.59,74.0,0.0,haze,Moderate,11.16,29.15
34.0,4.6,22.310237,73.158921,22.360237,73.208921,Buffet ,electric_scooter ,26.01,57.0,0.0,haze,Low,11.54,23.83333333
25.0,4.7,23.354422,85.3329,23.484422,85.4629,Snack ,motorcycle ,20.25,63.0,0.0,scattered clouds,High,20.31,43.53333333
20.0,4.8,12.933284,77.615428,12.963284,77.645428,Buffet ,scooter ,19.77,91.0,0.0,mist,Moderate,7.17,32.81666667
22.0,4.8,22.311844,73.165081,22.331844,73.185081,Meal ,scooter ,26.0,57.0,0.0,haze,Low,5.52,14.36666667
36.0,4.8,0.0,0.0,0.02,0.02,Drinks ,motorcycle ,26.32,83.0,0.31,light rain,High,13.4,35.98333333
27.0,4.8,23.184992,77.417227,23.244992,77.477227,Snack ,electric_scooter ,18.29,57.0,0.0,clear sky,Moderate,11.85,30.88333333
29.0,3.9,11.025083,77.015393,11.085083,77.075393,Drinks ,motorcycle ,25.94,73.0,0.0,haze,Moderate,12.76,34.8
32.0,4.9,18.543626,73.905101,18.553626,73.915101,Buffet ,motorcycle ,19.31,64.0,0.0,clear sky,Very Low,2.25,10.06666667
24.0,4.5,19.120083,72.907385,19.130083,72.917385,Snack ,scooter ,27.71,57.0,0.0,smoke,Very Low,3.3,19.53333333
23.0,4.7,23.374878,85.335739,23.484878,85.445739,Drinks ,electric_scooter ,20.15,63.0,0.0,scattered clouds,High,19.69,50.01666667
30.0,4.7,23.351058,85.325731,23.361058,85.335731,Snack ,motorcycle ,20.06,83.0,0.0,mist,Low,2.58,18.83333333
30.0,4.8,11.003681,76.975525,11.063681,77.035525,Snack ,motorcycle ,25.97,65.0,0.0,haze,Moderate,11.74,29.0
25.0,5.0,13.086438,80.220672,13.146439,80.280672,Drinks ,motorcycle ,26.31,88.0,0.0,scattered clouds,Very High,13.96,63.26666667
23.0,4.7,25.443994,81.860187,25.573994,81.990187,Buffet ,motorcycle ,21.72,56.0,0.0,clear sky,Very High,27.86,50.35
30.0,4.8,15.49395,73.827423,15.55395,73.887423,Snack ,motorcycle ,28.86,70.0,0.0,broken clouds,High,12.36,42.25
37.0,4.6,26.913483,75.803139,26.953483,75.843139,Meal ,motorcycle ,23.77,46.0,0.0,haze,Moderate,7.14,23.41666667
38.0,4.8,11.001753,76.986241,11.081753,77.066241,Snack ,motorcycle ,25.96,73.0,0.0,haze,High,15.77,38.76666667
24.0,4.6,22.761593,75.886362,22.811593,75.936362,Meal ,motorcycle ,17.16,72.0,0.0,haze,Moderate,10.95,23.3
22.0,4.7,12.326356,76.619103,12.366356,76.659103,Meal ,electric_scooter ,18.33,81.0,0.0,scattered clouds,Moderate,9.59,24.55
29.0,4.5,26.90519,75.810753,26.99519,75.900753,Snack ,motorcycle ,23.95,28.0,0.0,clear sky,Very High,19.0,50.45
